2 1
3 1
3 2
2 2
2 1

1 2
2 2
2 3
1 3
1 2

2 2
3 2
3 3
2 3
2 2

3 1
3 1
3 2
3 2
3 1

3 3
10 3
10 2
3 2
3 3

3 2
3 2
3 3
3 3
3 2

3 2
10 2
10 3
3 3
3 2

1 3
2 3
2 8
1 8
1 3

2 1
3 1
3 8
2 8
2 1

1 8
2 8
2 10
1 10
1 8

2 8
3 8
3 10
2 10
2 8

3 3
5 3
5 7
3 7
3 3

5 3
10 3
10 7
5 7
5 3

3 7
5 7
5 10
3 10
3 7

5 7
10 7
10 10
5 10
5 7

1 1
1 1
1 1
1 1
1 1

1 1
2 1
2 1
1 1
1 1

1 1
1 1
1 2
1 2
1 1

1 1
2 1
2 2
1 2
1 1

